Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min),distance_km
26,4.0,Snack ,motorcycle ,18,3.1049287712304117
23,4.4,Meal ,motorcycle ,32,9.075352487619899
23,4.7,Snack ,motorcycle ,27,9.315069177421892
34,4.8,Buffet ,motorcycle ,29,1.492285149950896
23,4.9,Meal ,motorcycle ,13,7.761160094160204
23,4.8,Snack ,scooter ,22,19.915971082561146
37,5.0,Buffet ,motorcycle ,32,6.053991527368519
39,4.7,Snack ,electric_scooter ,27,3.0734222587643045
21,4.8,Meal ,electric_scooter ,17,3.0405372416448646
25,4.6,Buffet ,motorcycle ,12,4.663772762376294
30,4.9,Meal ,motorcycle ,17,1.5093764432901144
28,4.6,Buffet ,motorcycle ,48,10.707675026486205
39,4.1,Drinks ,motorcycle ,31,1.5293087736834532
25,4.8,Meal ,scooter ,22,16.635820545592292
33,5.0,Meal ,motorcycle ,54,12.075147204184725
21,4.6,Buffet ,motorcycle ,12,9.056109430302039
23,4.3,Snack ,motorcycle ,22,3.0251533668867396
31,4.7,Drinks ,scooter ,27,4.657857733630665
39,4.7,Drinks ,scooter ,19,7.549900138928506
32,4.4,Buffet ,scooter ,31,6.29013467763468
23,4.8,Buffet ,motorcycle ,14,9.22014751541987
26,4.2,Snack ,scooter ,44,16.388478196037884
37,4.7,Meal ,motorcycle ,25,13.61082462242586
36,4.9,Buffet ,motorcycle ,25,3.1161407812915183
21,4.9,Snack ,scooter ,16,13.21780072481163
20,4.5,Meal ,motorcycle ,17,1.5320260227341909
29,4.6,Buffet ,scooter ,40,13.789630729980562
29,4.6,Meal ,motorcycle ,15,3.064427093024872
36,4.9,Buffet ,scooter ,27,4.717601092054723
24,4.7,Buffet ,motorcycle ,17,7.683253857182166
31,4.0,Meal ,motorcycle ,32,6.10530705392746
32,4.7,Buffet ,motorcycle ,31,6.218134914911527
29,4.6,Drinks ,motorcycle ,27,20.856833724898493
38,4.7,Meal ,motorcycle ,33,5892.561630147187
20,4.8,Meal ,motorcycle ,13,7.762480218802449
32,4.9,Snack ,electric_scooter ,16,9.121491544069729
28,4.7,Buffet ,scooter ,25,8.93863229991919
34,4.6,Meal ,electric_scooter ,48,16.852444613264275
23,4.6,Meal ,motorcycle ,37,17.13783007771357
31,4.8,Meal ,motorcycle ,27,4.681747445577176
21,4.6,Meal ,motorcycle ,12,4.544194013501194
20,4.9,Meal ,electric_scooter ,10,9.121375406203297
26,4.6,Drinks ,electric_scooter ,12,3.0736336615831137
27,4.5,Meal ,scooter ,26,6.10530006848594
29,4.6,Meal ,motorcycle ,24,16.72211837577326
24,4.6,Drinks ,scooter ,27,20.831034086787454
30,4.7,Snack ,motorcycle ,18,2.979750394372844
21,4.2,Snack ,motorcycle ,31,20.85227883430363
28,4.9,Buffet ,motorcycle ,44,13.9707596607468
28,4.9,Buffet ,motorcycle ,36,12.421242442902571
21,4.4,Snack ,motorcycle ,40,17.074283280249404
33,4.7,Buffet ,motorcycle ,16,7.8626681674103684
39,4.3,Snack ,motorcycle ,31,6.117219095561938
29,4.6,Snack ,scooter ,23,6.080882967594328
28,4.5,Buffet ,motorcycle ,27,20.851598740135785
26,4.5,Drinks ,motorcycle ,28,4.596336792438924
36,5.0,Meal ,scooter ,35,12.419848147906494
29,4.6,Buffet ,motorcycle ,38,6.119866712015615
24,5.0,Buffet ,electric_scooter ,20,6.29013467763468
21,5.0,Meal ,motorcycle ,35,12.099251698246315
29,4.6,Buffet ,motorcycle ,23,13.406000552536867
28,4.8,Meal ,motorcycle ,11,6.058923147526397
36,5.0,Drinks ,motorcycle ,27,4.588321086013583
22,4.9,Drinks ,scooter ,16,3.0644871057616707
35,3.6,Drinks ,scooter ,31,17.165842266656075
35,4.6,Meal ,electric_scooter ,34,12.293502674441413
33,4.5,Meal ,motorcycle ,28,12.580267822400963
38,4.9,Snack ,scooter ,24,19.91296718928853
32,5.0,Buffet ,motorcycle ,26,6.037557938329102
34,5.0,Buffet ,scooter ,29,4.6575909554297805
27,4.9,Buffet ,scooter ,23,13.973142050149699
33,5.0,Drinks ,scooter ,45,12.294166376369665
37,4.5,Buffet ,scooter ,32,13.631440268080546
31,4.9,Meal ,motorcycle ,33,7.8626681674103684
21,4.9,Drinks ,scooter ,17,7.567997138623191
29,4.6,Buffet ,scooter ,11,19062.178488625785
29,4.6,Drinks ,electric_scooter ,30,4118.484539773784
33,4.6,Buffet ,motorcycle ,29,12.162424445777306
20,4.8,Snack ,scooter ,16,12.417003842687146
20,5.0,Snack ,motorcycle ,10,4.5279170129511765
27,4.0,Snack ,motorcycle ,18,1.5147453171152914
29,4.5,Snack ,motorcycle ,12,9.220418694558179
29,4.3,Drinks ,motorcycle ,22,3.1053699758611546
35,4.8,Buffet ,scooter ,16,10.906042243292653
28,4.6,Buffet ,motorcycle ,10,6.232393050016768
37,4.8,Meal ,scooter ,28,12.233735310134827
27,4.5,Buffet ,scooter ,17,9.326829542520468
36,4.7,Meal ,scooter ,26,7.452607659561829
33,4.0,Drinks ,motorcycle ,40,19.91300954559314
22,4.5,Snack ,scooter ,11,12.294124530423586
29,4.6,Meal ,motorcycle ,24,3.0295617213530037
36,4.7,Snack ,scooter ,16,12.417792351617555
22,4.2,Buffet ,motorcycle ,33,20.183481365845186
23,4.1,Snack ,motorcycle ,33,13.789066440485813
24,4.9,Snack ,motorcycle ,38,13.989473698864705
30,4.0,Meal ,motorcycle ,20,4.59595027478907
39,4.7,Buffet ,motorcycle ,15,1.5524796373051026
27,4.7,Meal ,motorcycle ,35,19.916260009775197
26,4.5,Buffet ,motorcycle ,22,16.787820514671505
22,4.5,Meal ,motorcycle ,16,16.635629218678122
39,4.9,Buffet ,scooter ,27,1.4899271643865588
26,4.7,Meal ,electric_scooter ,26,9.121425981981247
34,4.5,Drinks ,scooter ,30,10.602507301514994
28,4.3,Drinks ,motorcycle ,29,9.12108977493757
33,4.6,Buffet ,motorcycle ,35,12.580267822400963
31,3.7,Drinks ,scooter ,36,14.022182614282947
29,4.8,Snack ,motorcycle ,33,2.9765873017465116
35,4.6,Drinks ,motorcycle ,28,3.025656084205931
35,5.0,Meal ,motorcycle ,16,7.8626681674103684
26,5.0,Meal ,motorcycle ,13,1.5135736903741848
32,4.0,Drinks ,motorcycle ,33,7.5456323538790695
27,4.5,Drinks ,scooter ,21,9.362872174066457
20,4.6,Buffet ,motorcycle ,26,6.2178836475581045
38,4.7,Drinks ,electric_scooter ,14,3.029512751162419
25,4.9,Snack ,scooter ,20,1.5581369822072066
33,4.8,Snack ,motorcycle ,28,12.418029175076608
38,4.0,Buffet ,scooter ,34,5.874880844729763
22,4.2,Buffet ,motorcycle ,31,16.721288103917214
27,4.6,Snack ,scooter ,17,17.098804215242584
24,4.8,Drinks ,scooter ,24,16.722543155307
24,4.8,Meal ,scooter ,17,13.68137856400717
29,4.5,Snack ,motorcycle ,23,19.088943009469194
22,4.7,Meal ,motorcycle ,12,1.4898424937942714
22,4.7,Buffet ,motorcycle ,13,12.29361121840287
26,5.0,Drinks ,motorcycle ,41,12.099896960230076
35,4.0,Snack ,electric_scooter ,39,10.642018863256986
28,4.8,Meal ,motorcycle ,27,5889.664127255468
38,5.0,Meal ,scooter ,38,10.427668815941242
22,4.6,Drinks ,electric_scooter ,15,16.385730104308024
21,4.7,Meal ,motorcycle ,19,7.790426271963797
20,3.8,Buffet ,motorcycle ,40,3.10533227339685
26,4.5,Meal ,motorcycle ,30,19.76089839940378
32,4.1,Snack ,motorcycle ,42,13.989512471854459
38,3.8,Drinks ,scooter ,37,10.704238934519315
35,4.1,Buffet ,motorcycle ,38,16.824864367093813
27,4.9,Drinks ,scooter ,11,6.14707622035735
28,4.3,Drinks ,motorcycle ,37,3.0644871057616707
35,4.7,Drinks ,motorcycle ,26,9.264280986804865
34,4.9,Snack ,scooter ,26,1.4898452333109367
39,4.8,Meal ,motorcycle ,20,3.1161423837882567
33,3.6,Snack ,scooter ,38,16.720582121841456
31,4.9,Buffet ,motorcycle ,26,5.860430445188982
31,4.6,Buffet ,motorcycle ,24,19.915585713443292
30,4.8,Snack ,scooter ,24,1.5302594894332384
23,4.6,Meal ,motorcycle ,34,10.25504725470426
23,4.5,Buffet ,motorcycle ,20,13.77113289483828
32,5.0,Drinks ,electric_scooter ,15,9.435201537430714
25,4.7,Meal ,motorcycle ,12,1.572533729286321
38,4.0,Drinks ,motorcycle ,33,9.31399060766806
29,4.6,Snack ,motorcycle ,15,5064.171688749429
37,4.8,Snack ,motorcycle ,20,19.618918347479877
31,4.9,Buffet ,motorcycle ,18,4.591636071834256
29,4.9,Drinks ,scooter ,10,9.313347514768024
34,4.7,Buffet ,electric_scooter ,27,8.937863682516157
35,4.9,Meal ,motorcycle ,17,1.5135933675549913
21,4.5,Drinks ,scooter ,15,10.924100022195042
30,4.8,Meal ,scooter ,29,10.906470984869689
29,4.9,Snack ,scooter ,11,13.829931792649827
20,5.0,Drinks ,motorcycle ,30,4.6820319502057455
37,4.8,Buffet ,electric_scooter ,26,3.105369890908668
28,4.8,Drinks ,motorcycle ,14,9.055364789945113
25,4.7,Drinks ,scooter ,11,3.0734537599377685
21,4.6,Snack ,motorcycle ,20,16.721971571134954
33,4.8,Meal ,scooter ,25,12.255817809722814
33,4.9,Meal ,electric_scooter ,24,17.16552279552974
20,4.0,Meal ,motorcycle ,43,10.757050667280428
22,5.0,Buffet ,scooter ,38,17.137407700371956
31,4.9,Meal ,electric_scooter ,21,3.1162385581768866
25,4.9,Drinks ,motorcycle ,22,9.055364789945113
35,4.6,Drinks ,scooter ,18,3.058551495341316
36,4.6,Buffet ,scooter ,24,4.395412963628291
27,4.9,Meal ,motorcycle ,48,10.905970180191666
34,4.5,Meal ,scooter ,25,2.9797958851316784
29,4.6,Drinks ,scooter ,18,12.161417162421785
38,4.0,Meal ,scooter ,36,19.618630653002526
39,4.7,Drinks ,scooter ,15,12.418462399627495
31,4.6,Drinks ,electric_scooter ,17,3.145067434621583
39,4.8,Buffet ,scooter ,29,20.253785359470783
30,5.0,Meal ,motorcycle ,21,4.544208221887867
29,4.6,Snack ,scooter ,30,4.560903158461034
28,4.9,Buffet ,scooter ,31,6.058874461145507
29,4.9,Drinks ,electric_scooter ,16,1.536842088254878
32,4.7,Drinks ,scooter ,33,3.1161423837882567
31,5.0,Buffet ,motorcycle ,26,9.314044193379946
24,4.8,Snack ,scooter ,26,10.924410123603073
28,4.5,Drinks ,motorcycle ,18,12.419848147906494
30,4.6,Meal ,scooter ,26,17.076492495612452
28,4.8,Snack ,motorcycle ,25,10.564987742503256
37,4.9,Buffet ,scooter ,26,16.722548420715
37,4.7,Buffet ,electric_scooter ,18,6.210060323088704
24,4.6,Buffet ,motorcycle ,15,12.417907729746302
36,4.7,Buffet ,scooter ,22,3.1051298892163754
33,4.9,Snack ,motorcycle ,41,19.661310204458474
38,4.3,Drinks ,motorcycle ,35,7.6510644585303815
20,4.8,Drinks ,scooter ,15,6.2104161583775
39,4.6,Meal ,scooter ,29,7.803119706574829
22,4.9,Buffet ,motorcycle ,28,10.254107230645323
24,4.8,Snack ,motorcycle ,18,20.831167014164606
25,4.8,Drinks ,motorcycle ,11,1.5100862762865221
33,4.6,Snack ,motorcycle ,18,4.5877613789702085
22,4.5,Snack ,scooter ,18,1.536828545242727
27,4.6,Meal ,scooter ,15,1.5302997807730145
37,4.5,Snack ,motorcycle ,29,7.573225613488764
39,4.6,Buffet ,electric_scooter ,33,6.210060323088704
23,4.8,Buffet ,motorcycle ,35,11.983627479330542
36,4.7,Meal ,motorcycle ,26,9.075352487619899
31,3.9,Meal ,scooter ,38,16.601276790345967
39,4.8,Meal ,motorcycle ,19,13.611337814321281
21,4.8,Drinks ,motorcycle ,19,7.763102784727143
30,4.8,Meal ,scooter ,17,10.808686201554782
38,4.8,Meal ,motorcycle ,18,17.097651549864548
39,4.7,Drinks ,motorcycle ,21,20.17900385808542
37,4.9,Buffet ,scooter ,17,12.162428272788048
26,4.5,Snack ,electric_scooter ,16,3.1046911695399038
29,4.6,Meal ,motorcycle ,26,9.220316822180319
31,4.1,Meal ,motorcycle ,37,14.022268860182423
37,3.5,Buffet ,scooter ,34,17.076596635444833
31,5.0,Drinks ,motorcycle ,29,17.09806123890409
38,4.8,Drinks ,scooter ,19,5.8746303286071795
23,4.7,Meal ,motorcycle ,28,13.788169484007305
35,4.1,Snack ,motorcycle ,22,1.4901739564930154
27,5.0,Drinks ,motorcycle ,18,1.536906134034303
32,3.9,Meal ,motorcycle ,43,13.82927367256702
25,4.3,Buffet ,motorcycle ,35,19.658828717454107
32,4.9,Meal ,motorcycle ,27,7.549967178616325
39,4.1,Buffet ,motorcycle ,34,2.9370627446070836
27,4.7,Drinks ,scooter ,17,16.38508523506451
37,4.8,Meal ,motorcycle ,27,7.562980271914233
35,5.0,Drinks ,scooter ,32,4.631781459847124
38,4.9,Meal ,motorcycle ,43,19.659160370978906
21,4.7,Snack ,scooter ,15,12.464369459117805
21,4.5,Meal ,motorcycle ,39,12.100108934661812
22,4.9,Buffet ,motorcycle ,32,10.866215152975023
28,4.6,Drinks ,motorcycle ,15,7.760775621293676
22,5.0,Meal ,scooter ,30,16.601408334261674
29,4.6,Buffet ,scooter ,47,6.217851597564986
39,3.7,Drinks ,motorcycle ,39,20.887611087467715
37,4.1,Meal ,motorcycle ,33,2.9961936989582854
39,4.8,Meal ,motorcycle ,18,4.663439017652667
38,4.3,Drinks ,motorcycle ,33,8.937880155829204
28,4.0,Buffet ,motorcycle ,38,6.217689735000026
23,4.9,Meal ,scooter ,18,20.253785359470783
35,4.7,Snack ,motorcycle ,27,4.610254758948449
32,4.5,Drinks ,motorcycle ,28,3.11620371432348
31,4.9,Drinks ,scooter ,16,10.427208660422918
21,4.9,Drinks ,motorcycle ,34,13.611337814321281
30,4.6,Snack ,electric_scooter ,16,9.055898607912091
25,5.0,Buffet ,motorcycle ,18,4.544211841489953
23,4.7,Buffet ,motorcycle ,20,12.580267822400963
34,4.7,Buffet ,electric_scooter ,19,13.828993309155415
38,4.6,Snack ,motorcycle ,29,4.596951629499114
31,4.8,Drinks ,motorcycle ,27,9.220316822180319
39,5.0,Drinks ,motorcycle ,39,13.622111101994378
27,4.6,Drinks ,scooter ,28,17.07799287216204
30,4.4,Meal ,scooter ,36,10.707286388618611
20,4.6,Meal ,motorcycle ,30,10.866360907886408
27,4.9,Snack ,scooter ,22,3.01882678715419
32,4.8,Meal ,motorcycle ,28,4.464810553177668
24,5.0,Meal ,scooter ,28,17.166408504644007
25,4.9,Buffet ,motorcycle ,43,12.417687564200063
26,4.8,Meal ,motorcycle ,23,3.064676862169093
33,4.7,Meal ,motorcycle ,25,14.022136830289478
26,4.1,Drinks ,motorcycle ,21,4.540598459773032
25,4.8,Snack ,scooter ,23,16.60119759495163
37,4.5,Snack ,motorcycle ,30,1.5299884479314707
35,4.3,Drinks ,motorcycle ,47,19.974163074784503
29,4.7,Meal ,motorcycle ,25,4.610405794808594
29,4.6,Snack ,scooter ,17,7.648322354566645
27,5.0,Drinks ,scooter ,20,3.040649953439472
39,4.8,Snack ,motorcycle ,44,14.022253080995233
30,4.6,Drinks ,scooter ,26,19.916274899797408
27,4.0,Drinks ,motorcycle ,34,7.5620699721624804
36,5.0,Drinks ,electric_scooter ,36,4.537418110277337
34,4.1,Meal ,motorcycle ,33,7.4900645995712765
21,4.6,Drinks ,scooter ,20,6.209735433842075
28,4.9,Drinks ,motorcycle ,16,7.563061700786155
29,4.6,Drinks ,motorcycle ,26,13.680908173877386
29,4.6,Snack ,scooter ,38,12.419709768770852
30,4.2,Meal ,scooter ,36,17.097925435353915
21,5.0,Meal ,electric_scooter ,14,4.59663204175947
30,4.0,Drinks ,motorcycle ,36,10.866261860714015
35,4.9,Buffet ,scooter ,29,9.313017158714828
25,4.5,Buffet ,motorcycle ,22,13.972123977178622
22,4.8,Snack ,motorcycle ,39,12.209928252230656
34,4.6,Snack ,scooter ,26,12.1610162189127
23,5.0,Drinks ,motorcycle ,39,17.072871906399556
38,4.6,Meal ,motorcycle ,20,3.1050761845074675
22,4.1,Snack ,motorcycle ,26,3.145067434621583
30,4.6,Meal ,motorcycle ,29,7.651068542725116
27,4.6,Meal ,motorcycle ,16,3.105369890908668
32,4.8,Meal ,scooter ,20,12.257021346006622
38,4.6,Meal ,scooter ,27,9.327055824816654
28,4.6,Meal ,scooter ,25,14.021750803377119
26,4.9,Meal ,motorcycle ,11,1.4898423067405666
21,5.0,Meal ,motorcycle ,19,19.34348721744278
21,4.9,Drinks ,motorcycle ,14,20.287143464812583
28,4.9,Snack ,electric_scooter ,10,6.2323920207909005
30,4.9,Snack ,motorcycle ,25,16.635820545592292
23,4.5,Snack ,motorcycle ,21,3.052624657159233
38,3.6,Drinks ,motorcycle ,40,13.83000931143171
29,4.9,Drinks ,scooter ,23,4.656902198106395
37,4.6,Snack ,scooter ,38,5.959019072169318
38,4.3,Drinks ,motorcycle ,49,19.762382255532906
34,4.8,Drinks ,scooter ,19,9.349055143284817
36,4.6,Buffet ,motorcycle ,25,1.5323596444882273
30,4.8,Drinks ,motorcycle ,20,10.602497166339631
32,4.2,Buffet ,motorcycle ,41,16.90290152749197
20,4.3,Meal ,electric_scooter ,34,10.445284895915865
32,4.7,Meal ,scooter ,22,10.444776155165918
33,4.8,Meal ,motorcycle ,34,7.573462889023675
36,4.9,Meal ,scooter ,40,16.412484044174796
21,4.7,Drinks ,motorcycle ,20,12.294187491090893
37,4.8,Buffet ,motorcycle ,29,7.760937776419092
23,4.8,Buffet ,scooter ,12,7.8626681674103684
27,4.2,Snack ,motorcycle ,42,12.117036432265502
35,4.7,Drinks ,scooter ,20,12.237167878708663
30,4.8,Drinks ,motorcycle ,40,17.078028601490022
38,4.6,Drinks ,motorcycle ,24,13.97191478756942
33,4.7,Drinks ,motorcycle ,29,9.088005113715143
25,4.7,Drinks ,scooter ,22,5.9690346942813095
38,4.6,Drinks ,motorcycle ,21,16.72211869180285
29,4.6,Meal ,electric_scooter ,27,13.76661690820274
30,5.0,Snack ,motorcycle ,28,6.081440911759754
30,4.7,Buffet ,scooter ,16,6.037193175494637
39,4.9,Drinks ,electric_scooter ,23,19.367701972031078
38,4.9,Drinks ,motorcycle ,29,10.602417764362079
36,5.0,Snack ,scooter ,27,10.60216485230212
21,4.8,Meal ,motorcycle ,15,7.7626058902454
25,5.0,Snack ,scooter ,25,17.29786575291325
31,5.0,Buffet ,motorcycle ,27,9.315729044609785
27,4.7,Buffet ,motorcycle ,30,4.539068203248638
31,4.7,Meal ,motorcycle ,20,16.368506664486496
32,4.5,Buffet ,motorcycle ,28,1.489829154062434
24,4.9,Snack ,scooter ,17,12.419724873245404
23,4.6,Drinks ,motorcycle ,30,13.40588385177958
31,4.7,Buffet ,motorcycle ,23,5886.326818788458
26,5.0,Meal ,scooter ,20,3.1051141624973875
30,4.0,Drinks ,scooter ,34,4.658001279265391
22,4.3,Drinks ,motorcycle ,38,3.145067434621583
34,4.4,Meal ,motorcycle ,37,10.641057010178418
37,4.8,Buffet ,motorcycle ,34,7.79042498486729
32,4.6,Snack ,motorcycle ,22,9.12108977493757
25,4.9,Drinks ,scooter ,23,7.8626681674103684
31,4.7,Meal ,scooter ,35,16.59866734050554
31,4.2,Drinks ,motorcycle ,46,16.851359915661256
39,4.8,Snack ,scooter ,20,3.0593634547239317
32,4.8,Drinks ,motorcycle ,28,6.209449516823057
24,4.6,Buffet ,motorcycle ,18,9.055361318453961
28,4.8,Buffet ,scooter ,24,6.08091814244962
20,4.6,Drinks ,motorcycle ,29,16.852688970823085
36,5.0,Snack ,motorcycle ,25,17.29786575291325
23,4.7,Buffet ,motorcycle ,16,1.543962384290521
24,4.6,Drinks ,scooter ,14,5.85987986752675
25,4.6,Drinks ,motorcycle ,21,3.073391571443161
21,4.6,Snack ,motorcycle ,23,12.417115998944011
35,3.5,Meal ,scooter ,34,12.099251698246315
21,4.7,Buffet ,motorcycle ,21,12.256421318543588
23,4.8,Meal ,motorcycle ,15,10.565179206181444
37,4.7,Buffet ,motorcycle ,37,7.601304456856061
39,4.7,Meal ,scooter ,34,3.026096197898999
35,5.0,Drinks ,motorcycle ,31,4.56096495080353
20,4.9,Snack ,motorcycle ,11,1.5545266759919338
36,4.8,Meal ,scooter ,24,19.974163074784503
31,4.8,Buffet ,motorcycle ,29,1.509467584367178
39,4.1,Meal ,motorcycle ,44,14.022476786450992
30,4.0,Buffet ,electric_scooter ,32,6.218134914911527
25,4.7,Snack ,motorcycle ,25,17.0970739431768
28,4.1,Drinks ,scooter ,34,16.72120319162223
34,4.7,Meal ,scooter ,15,9.087965501261484
34,3.8,Meal ,scooter ,39,16.720582121841456
24,4.5,Drinks ,motorcycle ,22,20.554900100243984
22,4.4,Drinks ,motorcycle ,35,17.137414711878986
35,4.5,Drinks ,motorcycle ,34,10.724430107278945
37,4.9,Snack ,scooter ,24,1.5580739318105787
21,5.0,Meal ,scooter ,18,7.762635434587253
37,4.1,Drinks ,motorcycle ,35,10.683845828892329
39,5.0,Drinks ,electric_scooter ,27,10.868130915669624
29,5.0,Snack ,motorcycle ,23,6.058923147526397
24,4.9,Meal ,motorcycle ,22,8.937919334801594
20,5.0,Meal ,motorcycle ,16,1.558083864051793
20,4.6,Snack ,motorcycle ,21,16.902001940859687
23,4.9,Meal ,scooter ,25,10.866261860714015
38,4.7,Buffet ,electric_scooter ,27,9.435201537430714
24,4.5,Snack ,motorcycle ,20,9.074486316335918
29,4.8,Meal ,motorcycle ,44,12.46418980459368
25,4.6,Buffet ,scooter ,11,13.612393202818852
24,4.8,Buffet ,scooter ,15,11.719161131203936
29,4.6,Buffet ,motorcycle ,29,13.973142050149699
33,4.7,Meal ,motorcycle ,50,20.253686339517458
28,4.8,Buffet ,scooter ,21,1.5322015943257514
39,4.5,Buffet ,scooter ,37,13.829314445199353
29,4.6,Snack ,electric_scooter ,29,6.29013467763468
35,4.7,Buffet ,scooter ,19,7.601874226722028
23,4.6,Drinks ,scooter ,19,3.0408160982095778
32,4.7,Meal ,motorcycle ,42,12.162418131175954
21,4.5,Buffet ,scooter ,18,16.851875921653388
37,4.7,Drinks ,motorcycle ,28,13.767318777064409
37,4.9,Buffet ,scooter ,29,9.074647672837914
38,5.0,Meal ,motorcycle ,41,13.97121661678327
35,4.9,Meal ,motorcycle ,36,12.435597855540221
38,4.8,Snack ,motorcycle ,28,1.5322531674035038
26,4.8,Drinks ,scooter ,27,9.219708856174128
32,4.7,Buffet ,motorcycle ,26,9.121796528794311
26,4.8,Snack ,electric_scooter ,16,10.924344981907158
39,4.1,Drinks ,motorcycle ,39,9.219691659523848
23,4.7,Snack ,motorcycle ,15,3.040554821797033
27,5.0,Drinks ,motorcycle ,43,12.419649807727563
29,4.6,Drinks ,scooter ,38,13.682516298592299
36,4.8,Drinks ,motorcycle ,25,20.178916924749682
31,4.6,Drinks ,scooter ,15,10.427215010407021
31,4.7,Drinks ,scooter ,17,7.648280480148492
21,4.8,Meal ,motorcycle ,36,19.617581275547632
20,4.6,Drinks ,scooter ,18,19.761706467413592
20,4.6,Drinks ,motorcycle ,24,13.68250488691661
37,4.6,Meal ,motorcycle ,48,12.294166376369665
22,4.5,Meal ,scooter ,27,6.209089325963786
33,4.8,Buffet ,motorcycle ,15,10.724430107278945
20,4.9,Buffet ,motorcycle ,22,7.6508628104371885
28,4.8,Drinks ,scooter ,19,4.528282400326012
26,4.6,Snack ,scooter ,22,10.602504075104976
28,4.6,Meal ,motorcycle ,14,20.85227883430363
27,4.6,Buffet ,motorcycle ,29,13.97194896017493
30,4.6,Snack ,motorcycle ,36,9.435201537430714
29,4.5,Drinks ,scooter ,24,1.5148048951935007
39,4.0,Buffet ,scooter ,31,1.5094383155993516
32,4.6,Drinks ,motorcycle ,25,13.481361962000898
28,4.5,Snack ,electric_scooter ,19,9.122100805601145
35,4.8,Drinks ,motorcycle ,29,10.723286946137813
39,4.6,Drinks ,motorcycle ,16,13.406000552536867
29,4.9,Buffet ,motorcycle ,16,4.537922749289298
20,5.0,Drinks ,motorcycle ,10,17.29786575291325
26,4.8,Meal ,motorcycle ,34,10.723286946137813
37,4.7,Meal ,motorcycle ,25,6.2179328802641525
27,4.9,Buffet ,motorcycle ,17,12.419709768770852
24,4.6,Snack ,motorcycle ,26,16.601240146481178
26,4.9,Meal ,scooter ,11,7.683253857182166
35,4.7,Buffet ,scooter ,25,6.050461888076144
27,4.6,Buffet ,motorcycle ,15,4.717601092054723
38,4.5,Meal ,scooter ,28,9.313614929815012
21,4.4,Snack ,scooter ,36,17.078706390631634
32,4.9,Meal ,motorcycle ,28,8.789429824528609
29,4.9,Meal ,motorcycle ,20,16.63579806090435
25,4.4,Buffet ,scooter ,38,12.580267822400963
38,4.8,Buffet ,scooter ,23,4.544215521132343
39,5.0,Snack ,scooter ,18,1.5526968797445755
31,3.6,Meal ,motorcycle ,35,20.853653606522474
27,4.8,Meal ,scooter ,11,3.0253210909321173
36,4.7,Snack ,scooter ,35,10.564987742503256
23,4.9,Snack ,motorcycle ,41,20.17741678822261
35,4.7,Drinks ,scooter ,31,1.5580874730609473
29,4.9,Snack ,scooter ,21,13.682164847733755
34,3.6,Meal ,motorcycle ,39,10.42769256917753
25,4.8,Snack ,motorcycle ,30,12.241181140730713
26,4.6,Drinks ,scooter ,11,8.790235466323805
25,4.6,Snack ,scooter ,33,10.703215446671857
28,4.5,Snack ,scooter ,19,3.029512751162419
37,4.7,Meal ,motorcycle ,39,7.448412467877649
26,4.9,Drinks ,scooter ,18,10.641925519431222
39,4.4,Meal ,motorcycle ,33,16.609255559077656
34,4.8,Meal ,motorcycle ,20,6.128684140033282
23,4.7,Snack ,scooter ,19,3.0206347310381325
26,4.1,Snack ,motorcycle ,32,3.025279772423236
23,4.4,Snack ,motorcycle ,24,7.8626681674103684
29,4.9,Snack ,electric_scooter ,14,3.052730710034894
26,4.9,Buffet ,motorcycle ,41,11.007734763744617
23,4.8,Buffet ,motorcycle ,12,3.1046320933512375
21,4.7,Buffet ,motorcycle ,20,3.0736169345596607
31,4.6,Drinks ,scooter ,27,4.609743188391016
33,4.9,Meal ,motorcycle ,14,3.109096155702646
21,4.5,Drinks ,motorcycle ,20,19.61916749330441
34,4.1,Buffet ,electric_scooter ,48,17.165842266656075
25,4.8,Drinks ,scooter ,30,20.182482607604513
34,4.9,Buffet ,scooter ,45,14.021819246588827
26,4.5,Buffet ,scooter ,19,13.583143866695133
33,4.5,Meal ,motorcycle ,17,7.652510173139905
32,4.8,Buffet ,motorcycle ,28,4.560975023661
27,4.8,Snack ,motorcycle ,18,10.641925519431222
25,5.0,Drinks ,motorcycle ,28,5.992191829586483
28,5.0,Buffet ,scooter ,35,10.445203993933271
32,4.8,Buffet ,electric_scooter ,18,9.055525276451307
29,4.5,Meal ,motorcycle ,21,9.074573554008944
28,4.7,Buffet ,electric_scooter ,11,2.930306705566914
32,4.8,Snack ,scooter ,26,6.081387490813416
38,4.9,Snack ,scooter ,33,3.145067434621583
32,4.3,Drinks ,motorcycle ,49,10.42729940099495
20,4.8,Drinks ,motorcycle ,13,7.562921044749782
31,4.6,Drinks ,motorcycle ,19,4.561112369847916
32,3.9,Snack ,scooter ,38,19.761706467413592
38,4.9,Drinks ,scooter ,14,1.572533729286321
20,5.0,Buffet ,scooter ,16,19.76188040923094
27,4.9,Drinks ,scooter ,18,12.239035527316306
26,4.6,Drinks ,motorcycle ,37,16.113681164807442
30,4.9,Drinks ,scooter ,16,4.657195393807058
38,4.5,Meal ,scooter ,22,14.15280068944862
30,4.9,Snack ,motorcycle ,30,10.433242609954101
35,4.8,Meal ,motorcycle ,28,7.573467821949914
26,4.8,Meal ,motorcycle ,28,1.572533729286321
